,lstm_units,dropout_prob,rmse,mape
0,100,0.2,0.14831531884556282,16.53552927763046
1,120,0.2,0.1621267317192729,16.425626559762353
2,140,0.2,0.1558962587844675,16.330032390534683
3,160,0.2,0.15906611952520738,16.801145171681597
4,180,0.2,0.17581702082392814,17.003786370381523
5,200,0.2,0.1495784923130378,16.63815951355278
